student_id,gender,percentage_10,percentage_12,cgpa_sem,basic_aptitude,grade_ICP,grade_OOPS,grade_DSA,grade_DAA,grade_DBMS,grade_OS,grade_CN,grade_IWT,grade_CPMAD,grade_AJ,grade_AWT,communication_skill,aptitude_training_perf,coding_training_perf,national_test_score,amcat_score,num_hackathons,leetcode_solved,github_contrib_score,num_projects,project_depth,num_internships,internship_quality,research_papers,certification_count,attendance_percent,mock_interview_score,personality_score,placement_status
S1838,Male,64.84,64.97,8.93,2,B,C,B-,A,A,B+,B,A+,B,C,B+,3,2,3,3,60,0,6,17,3,0,1,0,1,8,89,3,1,1
S1839,Female,61.11,69.34,6.52,5,C,A,B-,A+,B-,B+,A,B,A,A,B-,1,5,3,0,42,0,220,2,4,1,2,0,0,1,71,1,2,1
S1840,Male,59.0,54.71,6.12,3,B-,A,B-,A+,B+,A+,A,B+,B-,B,A,1,4,3,2,88,1,218,10,1,3,1,1,2,6,78,1,4,0
S1841,Male,62.83,83.51,8.1,2,A,B-,B+,B,C,B+,A,A,B,A,A,4,4,2,0,60,0,57,13,4,3,2,2,0,1,69,3,2,1
S1842,Male,76.59,85.53,8.26,1,A,B,B,A+,A,A,B+,B,C,A,B-,4,5,2,4,62,0,275,5,3,0,2,3,2,9,86,2,5,1
S1843,Male,66.07,48.63,7.98,3,A+,B,B+,D,B+,A,A,B-,A,B+,B+,2,4,1,0,82,2,50,10,1,3,0,1,0,9,55,5,1,1
S1844,Female,80.14,83.74,5.08,4,B,B,A+,A,C,A,B,B,C,A,B-,1,5,2,0,65,1,214,6,0,2,1,3,2,5,80,2,3,1
S1845,Female,75.35,62.27,6.46,2,B+,C,B+,B,B-,A,B,A,A,C,A+,3,3,1,2,98,0,160,7,2,0,0,0,1,2,76,5,2,1
S1846,Male,55.31,82.28,7.46,5,B+,A,A+,A,B,A-,B+,A,A-,A+,C,3,5,3,5,63,1,0,4,0,1,1,1,1,0,90,3,3,1
S1847,Male,81.55,71.18,8.08,2,C,D,A,B+,A,A,A,C,B+,B+,A-,3,2,2,1,90,3,66,17,2,4,0,3,0,5,86,1,4,1
S1848,Male,83.11,72.35,8.42,2,A,B-,C,A+,B,C,B+,B-,B,B,A,2,5,4,5,89,0,49,14,0,1,0,2,0,1,58,1,3,1
S1849,Female,65.06,69.78,7.67,3,A+,B+,A,B,A,C,A,A,D,A+,B,1,4,4,3,32,0,34,17,5,2,0,3,1,6,74,1,4,0
S1850,Female,79.2,86.55,7.9,4,A+,B,C,B+,B+,B+,C,B-,B+,B,B,2,5,4,3,35,1,162,2,1,4,0,3,2,8,91,2,3,1
S1851,Male,66.44,57.12,7.6,4,A,B,A,A+,B,D,B,A,C,B+,A+,5,5,2,2,49,0,96,9,1,4,0,2,1,0,87,1,5,1
S1852,Female,75.98,79.29,8.32,2,A+,A+,A,B-,B,D,B+,A,A,B,D,5,5,2,2,33,0,12,14,1,1,1,0,0,3,82,5,3,0
S1853,Female,62.36,85.22,7.88,4,B+,A,B,B+,B,A-,C,A,A-,B-,B,4,2,2,5,82,0,277,7,5,0,3,1,1,4,62,1,2,0
S1854,Female,57.07,80.6,7.58,3,A,C,B,C,B,A-,B+,A+,B+,A,A,1,2,4,1,91,4,55,7,5,0,0,1,1,8,86,3,2,1
S1855,Female,71.17,99.9,7.18,3,A,B+,B+,C,A+,C,A,B-,A,B+,A,3,4,3,1,67,0,80,13,2,4,3,2,0,2,76,1,2,1
S1856,Male,73.76,65.65,7.6,5,B,A-,B-,C,B+,B,A+,B+,C,A,A-,1,4,5,4,65,0,201,9,5,1,0,1,0,5,68,2,4,1
S1857,Female,71.02,83.49,8.08,4,A,B,A+,A+,B,A,B+,A,B,A,A,4,5,3,3,63,0,250,12,1,1,1,2,0,4,65,2,4,1
S1858,Male,63.16,70.73,7.82,5,B,B+,C,A,A,B,B-,B-,B+,A+,B+,3,1,2,3,35,2,218,9,4,0,2,2,1,4,96,3,5,1
S1859,Female,71.0,86.8,7.96,1,A,A+,A,D,A,A,B-,B-,B,C,B,2,3,5,4,95,2,14,5,2,2,3,1,2,1,63,4,4,1
S1860,Female,77.69,71.91,9.11,3,B+,B,B-,B+,A,A,B,A,B+,A-,B,3,5,5,2,47,2,108,17,1,0,3,3,1,9,95,2,5,1
S1861,Female,74.55,67.35,7.82,2,C,B,A-,A,A-,A,A-,B,A+,A+,A-,5,3,3,3,56,0,297,15,1,0,1,0,2,4,53,4,3,0
S1862,Female,76.83,87.67,6.72,3,A+,A,B-,B,D,A,B,B,B+,A+,A,2,2,4,0,68,0,123,17,5,2,2,1,2,2,88,3,1,0
S1863,Male,68.3,66.1,8.56,1,B+,C,B,A,A,A+,B,B,B,A,C,3,4,1,2,80,1,70,19,0,0,3,1,2,1,71,1,2,1
S1864,Male,86.72,55.05,5.86,2,B-,A,A,B,B+,B-,A-,B,D,A+,A,2,1,4,2,48,1,184,5,4,4,1,0,0,5,96,4,2,1
S1865,Female,63.24,65.8,6.2,4,B+,B+,C,B-,B,A,B+,A,A+,A-,A,5,4,4,1,63,1,191,8,4,4,0,1,0,0,86,3,5,1
S1866,Female,79.88,79.43,7.9,4,A,A,A,B,A+,A+,B,A,B+,A+,B,5,2,5,5,53,0,59,15,5,4,3,2,0,5,50,4,4,1
S1867,Male,86.82,88.7,8.12,3,A-,B,A,A,C,A+,B-,B-,A+,A+,B,1,5,2,4,54,1,30,5,2,4,2,3,2,7,70,4,3,0
S1868,Male,79.81,73.33,6.01,2,B,A-,B-,A-,A-,B+,B,B-,A,B,D,5,2,2,5,99,0,54,10,4,4,3,1,2,2,99,1,5,1
S1869,Male,72.97,87.82,7.04,2,B-,A-,A,A-,B-,D,A+,A,B,C,C,5,1,5,5,59,3,161,2,1,1,0,2,2,9,79,2,2,1
S1870,Female,69.72,55.7,6.77,5,A+,B-,A,B+,A+,A,A,A+,A,A-,C,5,5,4,2,83,0,224,7,2,1,2,0,1,6,76,4,5,0
S1871,Female,85.36,66.68,6.92,1,A+,A+,B+,A,A,A+,B-,B-,B,B-,A-,4,5,3,1,54,4,131,0,5,2,0,1,2,2,95,5,1,1
S1872,Male,60.77,68.54,8.63,4,A,B,B-,B+,A,A-,B-,A-,B+,A+,A,5,1,1,0,34,1,101,14,3,3,2,1,0,5,83,1,1,0
S1873,Male,65.3,70.63,8.35,3,A,B+,A,B+,A,B+,A-,A,A,B,B+,1,4,4,0,31,1,223,14,0,4,0,0,1,6,78,5,1,0
S1874,Female,71.02,73.01,7.48,2,A,D,B+,B+,B-,A,B+,A,B+,A+,A+,2,5,4,3,92,1,230,18,0,3,2,0,2,2,53,1,3,1
S1875,Female,87.38,80.29,6.84,4,A,B+,B,B-,A+,A,C,A-,A+,B-,A,4,4,1,4,83,0,58,9,3,3,2,3,0,4,56,1,1,1
S1876,Male,78.8,66.66,5.88,3,A,A+,B-,B+,B,A-,C,A-,B-,B-,A+,2,3,3,4,67,1,296,18,5,4,0,2,2,2,82,2,3,1
S1877,Male,65.32,73.67,9.2,4,A,A+,C,A,A,A,B,B+,A+,B,A,2,1,1,1,46,1,217,8,2,0,3,0,0,3,61,5,5,1
S1878,Male,71.9,71.46,8.21,3,C,B-,B,B,B-,C,A,A+,A+,B-,B+,1,3,5,3,60,1,282,6,3,2,1,2,0,4,82,4,3,1
S1879,Male,68.86,60.89,6.65,4,A,B-,B,B,B,A+,B,C,B,B+,A-,4,5,1,5,30,1,78,13,4,3,3,0,0,6,95,1,2,0
S1880,Male,67.9,70.64,8.36,5,A,A,A-,A,B+,A,A,C,C,A,A-,3,1,1,4,35,1,148,1,1,0,1,2,2,3,73,5,4,1
S1881,Female,84.79,70.28,7.42,1,A,B,A,B,A,B-,B-,C,B-,B,B-,5,5,4,3,99,0,90,12,3,0,0,0,0,3,87,5,1,1
S1882,Female,61.28,70.02,7.16,4,C,B+,B,A,B,B-,A,B-,A,A-,B,2,1,4,1,65,0,225,19,3,4,3,2,2,1,50,2,4,1
S1883,Female,91.09,72.38,8.02,1,B,C,D,A,A,A,B,B,A,A+,C,2,4,2,3,37,2,138,3,4,2,0,2,0,4,83,5,5,0
S1884,Female,83.28,72.91,6.61,4,B,C,B,C,A,C,B,A,B,B+,A-,1,2,1,2,39,0,113,6,2,4,1,1,2,2,66,4,3,1
S1885,Male,85.91,66.81,7.09,2,A,D,A+,C,B,B,B,A+,B-,B,A,1,2,5,2,53,0,21,7,1,2,2,2,1,3,89,5,3,1
S1886,Male,70.37,87.27,7.65,5,B-,B-,B+,B+,D,A,B+,A+,A-,A+,A,1,1,2,2,92,0,22,15,1,4,0,1,0,7,99,2,4,0
S1887,Male,73.5,57.97,6.9,5,A-,C,B,B,B-,B+,A+,A,A-,B,B,4,3,1,2,69,0,64,19,0,2,3,1,2,3,71,1,5,0
S1888,Male,60.67,63.35,8.3,1,A,A,B,B-,B+,A,B,B+,A,B,B-,5,1,4,0,31,1,58,8,1,1,0,0,2,5,98,5,4,1
S1889,Female,69.75,100.0,9.74,2,B+,B-,B,C,B+,A,A-,D,A,A,A,4,4,5,5,49,2,88,10,1,0,0,1,2,2,97,5,2,1
S1890,Female,79.94,59.54,6.59,3,B-,B,B+,B+,D,A,A,A-,B+,A-,B-,1,3,3,0,62,3,197,13,1,0,0,2,0,0,76,3,1,1
S1891,Male,87.96,55.75,5.5,5,B,C,A,B+,B+,B+,D,B+,A,C,B+,1,1,2,4,43,4,113,3,1,0,1,3,1,3,64,4,1,1
S1892,Male,63.93,80.81,5.1,2,B-,B+,C,A-,A-,B-,B+,B,A,B-,A,2,1,4,0,83,0,27,18,4,2,3,3,0,5,64,4,3,1
S1893,Female,71.34,47.07,7.32,2,C,A+,B,A+,C,A-,B,A,A,A-,B,4,5,3,5,84,1,209,14,5,0,3,0,0,8,72,4,5,1
S1894,Male,73.49,69.18,6.7,1,A,B+,A,A-,A,A,B+,C,A-,A,B+,4,4,1,3,66,0,238,13,0,1,1,2,1,4,61,5,5,0
S1895,Male,61.04,97.75,7.75,2,A-,B,A,B,A+,B+,B,B+,A+,A,A+,5,4,5,3,35,0,256,15,5,1,3,1,1,6,76,4,3,1
S1896,Female,80.91,53.46,7.66,2,A+,A,C,B-,B,B,B,A,B+,A+,A-,4,2,4,0,62,1,284,19,3,3,3,1,1,0,98,4,5,1
S1897,Female,67.76,48.22,5.58,3,B-,A-,B-,B-,A+,B,B,C,C,A,B,5,5,4,3,79,3,45,2,0,0,0,3,0,7,99,3,5,1
S1898,Male,73.05,54.01,5.32,1,A,B+,A-,A+,A-,A,D,B,A+,C,B+,3,3,5,5,99,1,184,5,2,4,1,1,1,3,89,2,1,1
S1899,Male,70.48,82.78,7.86,1,B-,A-,A+,B+,A-,B+,B+,B+,B,C,A,5,2,4,4,80,2,139,3,5,4,1,1,1,7,58,2,2,1
S1900,Female,67.11,85.5,7.66,2,A,A-,A+,A,B+,A-,B,B+,B-,B-,C,1,4,4,1,95,0,166,0,5,4,1,2,1,8,96,1,2,1
S1901,Male,74.93,65.85,6.99,3,A-,A,A,A,D,B,B,B,A,A-,A,3,1,1,0,90,1,212,17,3,1,2,3,0,2,94,3,3,0
S1902,Male,72.84,80.2,5.51,4,A+,C,B,C,A,A,A-,A,A,A,A,2,5,2,2,57,0,158,7,0,3,3,2,1,3,78,5,2,1
S1903,Female,71.28,88.68,8.07,5,A,B,B+,B+,A-,A,B+,B-,A+,B+,A-,2,4,3,3,73,1,38,15,0,3,0,0,0,5,86,1,2,1
S1904,Male,67.72,93.45,9.03,1,B-,A+,B,B,A,A-,C,C,B,B,B-,2,4,5,3,41,2,101,19,0,1,0,0,1,2,70,4,1,0
S1905,Female,78.2,69.04,7.83,3,A+,B,B,A+,B,B-,A+,B+,B+,A-,B+,1,5,3,1,86,2,109,15,0,3,0,2,1,8,50,1,2,0
S1906,Male,91.54,44.38,6.48,3,A-,B,A+,A-,B,B+,A,B,A,B,B,2,4,5,4,55,1,263,14,0,4,0,2,2,2,61,2,2,0
S1907,Female,76.4,62.15,7.55,2,A+,A+,A,B,B+,C,B+,B-,B-,B,C,5,2,5,3,54,0,297,1,5,4,3,3,2,6,50,1,2,0
S1908,Male,84.96,66.88,5.86,5,A-,A-,A-,A,A,A,A+,A-,B,B,B,1,5,4,2,44,0,95,11,0,1,1,3,0,6,76,1,4,0
S1909,Male,61.1,68.89,8.77,1,A,B,A,A,B,B+,B-,D,A,B+,A,4,4,1,1,82,2,60,3,4,4,1,1,2,4,73,3,2,0
S1910,Male,76.58,69.75,7.6,4,A,B+,A+,A+,B+,A-,A,B,B,B,B,1,4,5,3,94,0,138,10,4,2,2,1,2,5,73,4,4,1
S1911,Male,64.03,85.43,5.38,2,B-,B,B,B,A,B,A,A-,A,A+,B,1,5,3,5,83,0,229,1,3,4,0,0,2,0,98,5,1,0
S1912,Female,60.23,87.29,7.14,1,A-,A-,B-,C,A-,B-,B-,B,B,B,A,4,1,2,5,68,1,31,5,1,0,2,0,0,2,83,5,2,1
S1913,Female,67.61,69.94,8.06,1,A,A,B,B-,A-,B-,A,B+,A,A,A,5,3,3,2,80,2,132,16,0,1,3,0,1,2,88,3,5,1
S1914,Male,86.92,85.18,7.1,3,B+,C,B-,C,D,B,B,A,B,A,B,3,5,1,5,49,1,234,18,5,1,2,3,0,1,84,3,4,1
S1915,Male,84.5,76.29,7.17,5,A,A,B,B-,B-,B,B-,B,A,A+,A,4,1,2,3,93,0,234,8,1,3,3,3,2,0,99,5,2,1
S1916,Female,77.43,72.77,6.03,4,A,B,B,B-,B,C,B,B+,B+,A,A,1,4,4,2,40,2,241,4,4,3,2,2,0,8,95,1,5,0
S1917,Female,59.67,82.88,8.18,5,B+,A,A,B+,B-,A-,B,B,A,D,B,2,2,3,5,81,2,294,13,2,3,3,0,0,3,59,4,3,0
S1918,Male,73.04,72.87,6.72,3,A,A,D,B+,B,B-,A+,A,B,A-,B-,4,4,3,1,83,1,248,15,5,0,3,3,0,7,73,5,4,1
S1919,Male,78.02,96.69,4.91,4,B,A-,A,A-,C,C,A+,B+,A+,C,A+,4,4,5,4,98,1,22,0,0,4,2,2,1,6,76,1,1,1
S1920,Male,76.76,54.74,7.05,4,B+,A,A,B-,A+,B+,A,B,A,A,A-,3,1,5,0,36,0,224,19,5,1,1,2,1,5,56,1,3,1
S1921,Female,56.56,65.82,8.68,2,B,A-,A,A,B+,B,A+,D,A,A,B,1,5,2,5,41,1,143,2,3,4,2,3,2,0,63,2,5,1
S1922,Male,66.1,70.48,7.04,4,C,A,C,A+,B,A-,B+,B-,A+,B+,B,2,3,4,0,31,0,71,9,1,3,1,0,1,2,84,3,4,0
S1923,Female,74.36,77.27,9.59,1,A,B+,D,C,B+,A,A-,B-,B,A,D,2,3,5,4,50,2,224,14,3,1,1,2,2,4,92,5,4,1
S1924,Male,80.36,87.22,8.01,5,A,B,B,A+,A,B+,B+,A,D,B,B,3,5,3,3,98,2,47,2,0,3,2,2,1,0,64,5,2,1
S1925,Female,53.04,71.71,7.91,5,A,A+,B,C,A,A,A,B-,B,A-,B,2,5,2,1,65,1,33,0,1,0,0,0,2,0,93,4,3,1
S1926,Male,73.38,54.93,7.35,2,A,B-,B+,B,A,B+,B+,A,B-,B-,D,5,2,5,2,50,1,253,12,5,1,1,0,0,9,81,5,2,1
S1927,Male,76.43,82.11,7.42,4,B-,A,C,A,A,B-,A,A,A+,A-,A+,4,5,5,1,82,0,62,14,5,3,0,0,2,8,86,1,1,1
S1928,Male,83.5,81.06,7.18,3,B,A,B,B,A,A+,A,A,A,B+,A+,4,2,1,4,48,0,101,9,1,3,3,0,1,0,58,1,3,1
S1929,Female,81.93,48.7,7.14,1,B+,B,C,B-,B+,A+,B,B-,B+,A,B+,2,5,2,3,32,1,16,2,5,3,3,1,2,3,88,4,4,1
S1930,Male,80.83,71.95,8.14,2,B+,B+,A,A,B-,B,B,A,C,B,A-,2,2,2,3,89,4,240,17,0,0,3,3,1,7,96,1,5,0
S1931,Male,67.0,52.92,6.38,4,A+,B+,A,B,B,A,B-,A,B,B,A+,2,5,4,4,63,2,289,18,2,4,1,3,0,8,82,1,1,0
S1932,Male,55.92,64.02,6.21,3,B+,A,B-,B-,B-,A-,B-,A,A-,A-,A,4,5,5,1,58,0,255,4,0,4,1,1,0,5,82,5,2,0
S1933,Male,71.07,61.17,6.15,4,B,B-,A,A,B-,A-,B,B+,A,A,B,2,3,2,0,86,2,66,9,3,4,3,1,1,7,87,3,2,0
S1934,Female,85.02,81.71,9.95,2,B+,B,C,A+,A-,A+,B,B-,A,B,B-,5,4,4,1,69,2,279,15,4,0,2,3,2,5,81,5,1,1
S1935,Female,88.93,73.4,8.14,3,A,A,B+,A,A,A+,A+,A-,A-,C,A+,5,4,5,5,79,2,265,19,4,4,2,0,0,7,70,2,3,1
S1936,Female,82.11,56.57,7.87,3,B,A-,C,A,A+,B-,A,B+,B,A,B+,4,2,3,3,48,3,4,17,4,4,3,1,2,6,54,4,1,1
S1937,Male,79.29,82.56,6.23,3,A-,B-,A,A+,C,A,B-,A,A+,B,A,1,1,1,3,51,1,30,7,1,0,0,0,0,8,92,1,3,0
S1938,Female,78.8,54.79,8.25,3,B+,B+,B,B,A+,A-,A,A,B-,B+,B,1,3,4,5,80,1,151,12,1,1,3,1,0,8,60,5,1,1
S1939,Male,69.44,75.96,7.36,4,B+,A,B+,A-,B,C,A-,A,C,B+,B+,1,5,1,5,78,0,266,7,0,3,1,2,2,1,78,5,1,1
S1940,Male,73.7,62.23,7.76,3,A-,A-,B,B-,A-,B-,A,A-,B-,C,C,5,3,3,4,81,0,50,12,1,3,0,0,1,4,95,1,4,1
S1941,Male,91.69,67.61,6.33,4,B,A,B+,A,C,A,A,B+,C,B,A+,3,1,2,1,51,2,246,11,5,0,2,1,1,1,57,4,3,1
S1942,Male,65.57,78.05,7.69,3,B-,B+,C,B+,A-,B+,B,A,A+,B-,B+,1,3,5,0,91,3,47,12,3,4,2,1,1,5,76,5,1,0
S1943,Female,91.15,78.26,6.99,3,A+,B-,B,B,B-,B,A,B-,C,B+,A,3,1,2,1,89,0,131,16,5,2,0,0,1,3,95,3,2,0
S1944,Female,71.78,88.04,6.58,2,C,A-,A,B-,A,B,A-,D,A-,A,B+,4,1,1,5,36,0,135,14,0,4,0,2,2,7,90,1,2,0
S1945,Female,88.25,71.01,8.38,4,B+,A-,C,B+,A,B,A,A,B-,B,B-,5,1,2,3,82,0,6,8,3,2,1,3,2,9,92,4,3,1
S1946,Male,60.93,75.68,5.65,4,B,C,A,A-,B+,B+,B,A+,A,C,C,1,1,2,1,60,0,118,19,4,3,3,1,0,3,92,2,1,0
S1947,Male,80.86,66.75,8.18,5,B-,B+,A-,B-,D,A,B,B,A-,B-,A-,5,1,4,3,33,1,287,3,3,0,0,0,0,5,97,1,3,1
S1948,Male,67.63,74.18,8.32,2,B+,B+,A,A,B+,B+,A-,A,A+,A,B-,4,5,4,3,36,1,277,11,5,4,0,1,0,0,61,2,1,0
S1949,Male,60.85,77.27,6.44,4,B-,A,B-,A+,C,B,B,A-,A+,A,A,5,3,3,2,32,3,217,3,4,0,2,3,2,3,56,1,4,1
S1950,Male,77.19,70.82,6.52,2,A,B,A,A-,B,B,A,A-,C,B+,A+,2,4,4,0,54,1,114,12,1,4,2,2,0,3,84,5,5,1
S1951,Male,85.09,50.35,7.23,2,A,B+,A,B,B,A+,B,C,B-,B+,B-,1,4,4,4,63,1,163,2,0,4,3,0,2,5,93,4,2,1
S1952,Male,66.55,75.98,7.84,2,B,A-,C,A+,A-,A+,B,B,B+,A,A,5,5,4,5,62,1,284,4,2,4,0,3,2,7,55,3,3,1
S1953,Male,60.01,76.37,7.32,1,B-,D,B-,B+,A-,C,C,A+,B+,A,A+,5,2,4,0,67,1,222,12,3,2,2,1,2,3,68,2,2,0
S1954,Female,74.08,63.84,8.02,4,B-,B-,A,B+,A,A,A,A+,B,B,A-,5,1,3,1,33,1,85,13,0,0,3,3,0,3,85,2,1,1
S1955,Female,74.13,56.59,9.62,2,B,B,B,C,C,A,A+,A,A,B,A-,4,3,4,5,77,1,188,7,5,3,2,3,1,2,91,1,2,1
S1956,Female,80.48,89.71,6.89,1,B+,B+,C,A,C,B,A,A,B,B-,A+,1,1,4,5,90,1,52,10,2,1,2,3,2,7,89,2,1,1
S1957,Female,84.5,77.9,5.44,1,A,B+,A+,A,B,A-,A,B+,B+,C,B-,1,1,1,2,94,1,14,7,0,2,2,1,0,5,91,1,3,0
S1958,Male,74.41,69.25,8.49,3,D,A,B-,A-,A,A,A,B-,B,A,A-,2,4,4,3,90,1,126,11,2,3,1,0,0,3,65,1,5,1
S1959,Female,93.56,58.36,9.52,3,A,A,B+,A-,A,B+,A,A,C,B-,B+,2,1,3,0,30,3,175,10,0,0,1,3,1,4,60,2,4,1
S1960,Female,77.24,62.14,7.97,4,B,B,B,B,D,B+,A-,A-,B+,B,A,5,3,3,3,35,1,117,16,4,1,0,2,2,1,85,2,4,1
S1961,Male,71.54,87.63,6.19,3,B+,B+,B+,B,A+,B+,C,A,A-,C,B+,1,3,2,3,50,1,181,12,2,1,3,1,2,8,77,5,2,1
S1962,Male,58.88,73.65,7.35,4,B,B-,B,B,B-,C,A,A+,C,A,B,1,4,4,2,96,1,67,3,0,0,3,2,0,7,94,5,3,1
S1963,Female,72.37,65.39,6.16,1,A-,A,A+,B-,A-,A,C,C,C,A,C,5,5,5,5,57,1,191,12,2,2,1,0,2,1,72,5,3,1
S1964,Male,71.64,78.12,8.27,1,C,B+,B,C,A-,B,B-,A,D,B,C,3,4,2,5,95,2,193,8,4,4,3,1,1,7,84,4,4,1
S1965,Male,84.6,62.23,5.88,4,B+,B,A+,A-,B-,A,B-,A,B+,C,A-,1,4,3,0,56,1,177,13,2,4,0,3,2,5,84,3,1,1
S1966,Male,79.62,90.01,7.14,3,C,B+,B+,D,A+,A-,C,A,A,B-,D,5,1,2,2,61,2,46,11,2,4,3,1,0,0,66,5,4,1
S1967,Male,63.21,88.23,6.29,3,A+,B-,A,A,A-,B,B,B+,A,B,A,5,2,5,3,41,2,141,12,0,3,3,2,2,9,88,5,2,1
S1968,Male,76.72,66.4,7.65,4,B+,D,B-,B,C,A,B,C,A+,A-,A+,3,5,1,0,94,1,8,7,3,0,1,3,2,3,92,1,4,1
S1969,Male,81.72,64.46,7.06,5,B,A,A,B+,B,B+,A-,A,B,B,B,2,5,5,5,75,0,11,4,4,2,1,2,2,4,53,3,1,0
S1970,Male,90.28,40.58,7.71,3,B,A,B+,B-,B,A,B+,A-,A,B-,A,5,5,2,3,69,1,91,10,5,0,3,2,2,1,97,2,2,0
S1971,Male,83.88,54.22,7.53,2,C,A,A-,B+,B,A,C,A+,B,B,A+,1,1,4,3,38,0,12,19,0,1,3,0,0,9,56,4,1,1
S1972,Female,82.61,55.93,6.32,3,A+,B,B,B,A+,B+,A-,B,C,B,C,2,4,1,0,91,2,276,5,1,3,0,2,0,4,97,2,5,1
S1973,Male,75.6,73.62,8.25,5,A+,A-,B+,C,A,B,A+,B,C,A+,B,2,1,5,4,45,0,37,6,2,2,0,1,2,0,67,1,2,0
S1974,Male,78.88,68.09,7.44,1,B+,B,B,B,B+,A,B,B,A+,B,A,2,3,4,2,97,0,281,14,1,1,0,0,0,1,93,4,1,1
S1975,Male,87.5,55.86,6.31,1,A+,A-,A+,B,A-,C,B+,B+,A,B+,B,5,2,5,1,69,1,277,4,5,4,2,0,0,0,72,5,4,0
S1976,Female,61.67,68.63,10.0,1,C,B,A,A+,A-,A,B-,C,B-,C,B-,1,2,3,5,64,0,243,8,0,4,2,3,0,1,77,3,5,0
S1977,Male,71.51,78.06,8.07,3,A,B,B+,A,B,A,A+,A-,B+,B,C,3,1,4,3,89,3,243,19,5,4,2,0,2,1,90,3,1,1
S1978,Male,67.27,78.33,7.32,1,B+,B+,C,C,A+,A,B,B+,B-,B,B+,4,4,3,5,99,0,36,18,5,0,3,1,2,6,91,5,4,0
S1979,Female,78.79,49.2,9.2,5,A+,B+,A+,B,B,A,A,B,B-,D,B,4,5,1,2,32,0,231,4,3,1,0,2,2,6,85,2,5,1
S1980,Female,87.3,70.46,9.71,5,B+,A+,A+,B+,A+,A+,C,B+,A-,A+,B,2,3,1,2,82,1,172,12,4,2,2,0,2,6,87,2,3,1
S1981,Male,69.03,55.4,7.33,3,A-,A-,A,A-,A+,B,A,A,A-,A,B,4,3,1,0,88,0,250,11,0,1,1,0,1,1,68,5,3,1
S1982,Female,51.1,82.82,7.92,2,A+,B+,B,A+,A-,B+,B-,A,B+,B,B,4,2,1,0,65,0,119,4,3,2,1,1,2,2,99,5,5,1
S1983,Male,70.88,81.41,6.31,3,A,B+,A-,A-,B-,A-,A+,A+,B,A,B+,5,4,3,0,95,3,13,6,5,3,3,1,2,1,93,3,1,1
S1984,Male,84.13,61.22,7.32,1,A-,C,B-,B+,A,C,A+,A-,A-,A,B+,3,5,3,2,66,2,273,2,0,3,1,3,2,4,99,2,1,1
S1985,Male,80.38,62.81,7.26,3,D,C,A+,A,B+,A-,A,B,B,B-,D,4,2,2,0,73,1,134,12,5,2,3,3,1,2,70,4,2,1
S1986,Male,79.28,66.46,7.72,5,A,B-,A,A,B,A,A,A,C,B+,A,3,4,2,1,93,2,187,10,3,1,1,3,2,9,84,4,1,1
S1987,Female,72.2,44.97,7.9,3,B+,A-,A,B+,A,A,B,B,A,A,A+,4,5,3,2,80,0,54,9,1,2,2,2,1,5,99,1,1,0
S1988,Male,62.21,76.03,8.17,3,D,B,B,B+,B+,A,A,B-,C,A,B,2,1,1,0,35,1,289,8,3,2,2,2,1,5,51,1,3,1
S1989,Male,80.15,68.73,7.79,2,B,A-,B,A,C,B+,A-,A,B,A+,A,2,4,2,3,98,2,126,5,4,4,3,3,2,4,66,1,3,0
S1990,Female,66.66,83.64,6.05,5,D,A,A,B+,B+,A,A,A,B-,B+,B+,3,3,4,2,50,1,258,13,1,2,3,2,2,1,60,2,1,0
S1991,Female,96.84,58.82,6.37,4,C,A,C,C,A,B+,B-,B-,A,A,A+,3,4,3,4,86,0,99,9,2,4,1,1,1,7,62,4,4,1
S1992,Male,80.71,64.57,6.84,4,B+,A+,A,B+,B,B,A+,B,A,B-,B,3,4,4,4,57,2,158,16,1,4,0,0,0,5,90,2,3,1
S1993,Female,69.19,53.92,7.16,5,B,A,B,B-,B+,B,A-,A,A,B+,C,3,4,1,2,53,1,22,1,1,2,1,0,1,1,77,5,1,0
S1994,Male,68.89,59.95,8.76,4,A,B+,B+,C,A+,B,B,A-,A,A+,B,1,5,3,2,92,0,199,1,2,0,1,1,1,0,66,3,3,0
S1995,Female,74.07,57.82,6.1,1,A-,C,A,A+,A+,A,C,B,A,A,A,2,5,2,4,51,1,64,3,1,1,3,2,2,5,94,1,1,1
S1996,Female,72.6,83.95,7.07,4,B-,A,B-,A+,A,A,B-,B+,B-,B,C,4,1,2,3,63,1,182,6,1,2,0,3,2,1,73,5,5,1
S1997,Female,86.17,63.62,8.64,1,B+,C,B-,B+,A,B+,B-,B,A-,A,A,1,1,4,3,66,2,226,19,5,3,0,0,0,3,94,5,3,1
S1998,Male,76.86,73.49,7.14,5,B,A,A-,B+,A,A,A+,B+,C,B+,A-,3,5,3,3,70,1,110,3,2,2,3,3,1,3,83,3,1,1
S1999,Male,67.68,67.43,8.05,4,B,A,B+,A-,B+,A+,B-,B,B+,C,B+,4,5,1,1,72,2,78,7,5,2,2,0,1,8,98,4,3,1
S2000,Male,93.9,56.77,7.33,4,A,B+,A,A,A-,B+,B,A,A,A-,D,2,2,5,5,51,1,244,13,2,3,3,1,0,9,86,4,4,1
S2001,Male,75.49,69.98,7.81,1,B-,B,B,B,B-,A,C,B,B+,A,A+,3,4,5,5,44,0,91,19,4,4,3,2,0,9,63,5,5,1
